id,name,category,serving_size,calories,protein,carbs,fat,fiber,sugar,sodium,type,goals,allergens,description
930,Egg Omelette (Plain) (Restaurant Style),Eggs,1 bowl (150 g),224,13.9,2.8,5.7,0.9,0.3,150,Non-Vegetarian,Muscle Building,Egg,"Egg Omelette (Plain) (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
931,Egg Omelette (Masala) (Restaurant Style),Eggs,1 bowl (150 g),92,14.1,0.1,13.8,0.4,0.1,123,Non-Vegetarian,Muscle Building,Egg,"Egg Omelette (Masala) (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
932,Egg Bhurji (Restaurant Style),Eggs,1 bowl (150 g),179,7.3,1.1,15.5,0.0,1.1,221,Non-Vegetarian,General Fitness,Egg,"Egg Bhurji (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
933,Poached Egg (Restaurant Style),Eggs,1 bowl (150 g),193,6.0,7.0,15.6,1.1,0.8,194,Non-Vegetarian,General Fitness,Egg,"Poached Egg (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
934,Egg Curry (Restaurant Style),Eggs,1 bowl (150 g),211,9.3,8.9,6.7,0.1,1.4,262,Non-Vegetarian,General Fitness,Egg,"Egg Curry (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
935,Egg Fried Rice (Restaurant Style),Eggs,1 bowl (150 g),129,14.8,2.7,9.3,0.2,0.1,271,Non-Vegetarian,Muscle Building,Egg,"Egg Fried Rice (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
936,Egg Sandwich (Restaurant Style),Eggs,1 bowl (150 g),71,12.4,2.7,6.2,0.3,0.1,130,Non-Vegetarian,Weight Loss; Muscle Building,Egg,"Egg Sandwich (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
937,Egg Salad (Restaurant Style),Eggs,1 bowl (150 g),206,12.0,7.2,8.6,0.7,1.6,308,Non-Vegetarian,Muscle Building,Egg,"Egg Salad (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
938,Devilled Eggs (Restaurant Style),Eggs,1 bowl (150 g),205,10.9,2.6,6.3,0.7,1.2,303,Non-Vegetarian,General Fitness,Egg,"Devilled Eggs (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
939,Egg Bhurji Pav (Restaurant Style),Eggs,1 bowl (150 g),79,6.6,7.6,11.8,0.6,1.8,253,Non-Vegetarian,General Fitness,Egg,"Egg Bhurji Pav (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
940,Anda Curry (Dhaba Style) (Restaurant Style),Eggs,1 bowl (150 g),145,14.6,1.6,12.1,0.4,0.7,114,Vegetarian,Muscle Building,None,"Anda Curry (Dhaba Style) (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
941,Egg White Omelette (Restaurant Style),Eggs,1 bowl (150 g),150,13.8,7.7,14.1,1.1,1.4,135,Non-Vegetarian,Muscle Building,Egg,"Egg White Omelette (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
942,Cheese Omelette (Restaurant Style),Eggs,1 bowl (150 g),172,9.0,1.8,11.9,1.2,1.3,357,Vegetarian,General Fitness,Milk; Egg,"Cheese Omelette (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
943,Vegetable Omelette (Restaurant Style),Eggs,1 bowl (150 g),166,14.8,6.2,6.2,0.6,1.0,181,Vegetarian,Weight Loss; Muscle Building,Egg,"Vegetable Omelette (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
944,Egg Roll (Restaurant Style),Eggs,1 bowl (150 g),219,14.8,0.4,16.2,0.6,0.4,314,Non-Vegetarian,Muscle Building,Egg,"Egg Roll (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
945,Half Boiled Egg (Restaurant Style),Eggs,1 bowl (150 g),218,12.4,7.0,8.6,0.3,1.9,206,Non-Vegetarian,Muscle Building,Egg,"Half Boiled Egg (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
946,Egg Toast (Restaurant Style),Eggs,1 bowl (150 g),193,12.4,4.4,12.3,1.1,0.3,264,Non-Vegetarian,Muscle Building,Egg,"Egg Toast (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
947,Spanish Omelette (Indian Style) (Restaurant Style),Eggs,1 bowl (150 g),172,7.8,8.0,10.6,0.1,1.5,123,Vegetarian,General Fitness,Egg,"Spanish Omelette (Indian Style) (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
948,Egg Pakora (Restaurant Style),Eggs,1 bowl (150 g),137,14.7,3.3,5.2,0.1,1.1,152,Non-Vegetarian,Weight Loss; Muscle Building,Egg,"Egg Pakora (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
949,Masala Egg Bhurji (Restaurant Style),Eggs,1 bowl (150 g),160,6.8,3.3,6.5,1.2,0.2,156,Non-Vegetarian,Weight Loss,Egg,"Masala Egg Bhurji (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
950,Egg Kathi Roll (Restaurant Style),Eggs,1 bowl (150 g),121,6.7,8.1,12.0,0.4,1.7,115,Non-Vegetarian,General Fitness,Egg,"Egg Kathi Roll (Restaurant Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
951,Boiled Egg (Whole) (Home Style),Eggs,1 bowl (150 g),122,13.9,1.6,13.1,0.7,1.5,153,Non-Vegetarian,Muscle Building,Egg,"Boiled Egg (Whole) (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
952,Boiled Egg White Only (Home Style),Eggs,1 bowl (150 g),155,10.9,7.2,10.0,0.6,1.2,315,Non-Vegetarian,General Fitness,Egg,"Boiled Egg White Only (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
953,Fried Egg (Sunny Side Up) (Home Style),Eggs,1 bowl (150 g),208,7.9,4.1,14.0,0.6,0.8,266,Non-Vegetarian,General Fitness,Egg,"Fried Egg (Sunny Side Up) (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
954,Scrambled Egg (Home Style),Eggs,1 bowl (150 g),73,7.6,8.1,14.9,0.3,0.7,201,Non-Vegetarian,General Fitness,Egg,"Scrambled Egg (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
955,Egg Omelette (Plain) (Home Style),Eggs,1 bowl (150 g),203,6.4,5.2,7.8,0.7,0.3,101,Non-Vegetarian,General Fitness,Egg,"Egg Omelette (Plain) (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
956,Egg Omelette (Masala) (Home Style),Eggs,1 bowl (150 g),212,8.9,4.2,9.2,0.1,1.8,122,Non-Vegetarian,General Fitness,Egg,"Egg Omelette (Masala) (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
957,Egg Bhurji (Home Style),Eggs,1 bowl (150 g),194,12.6,0.2,14.5,0.6,0.2,276,Non-Vegetarian,Muscle Building,Egg,"Egg Bhurji (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
958,Poached Egg (Home Style),Eggs,1 bowl (150 g),79,11.6,8.3,9.3,1.0,0.3,350,Non-Vegetarian,General Fitness,Egg,"Poached Egg (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
959,Egg Curry (Home Style),Eggs,1 bowl (150 g),196,8.8,5.1,7.7,0.1,0.4,212,Non-Vegetarian,General Fitness,Egg,"Egg Curry (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
960,Egg Fried Rice (Home Style),Eggs,1 bowl (150 g),137,7.2,6.8,14.5,0.3,1.0,140,Non-Vegetarian,General Fitness,Egg,"Egg Fried Rice (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
961,Egg Sandwich (Home Style),Eggs,1 bowl (150 g),228,11.0,5.0,6.1,0.8,1.4,252,Non-Vegetarian,General Fitness,Egg,"Egg Sandwich (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
962,Egg Salad (Home Style),Eggs,1 bowl (150 g),172,13.0,7.9,6.8,0.2,1.3,209,Non-Vegetarian,Weight Loss; Muscle Building,Egg,"Egg Salad (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
963,Devilled Eggs (Home Style),Eggs,1 bowl (150 g),100,11.0,8.4,7.1,1.2,1.8,108,Non-Vegetarian,Weight Loss,Egg,"Devilled Eggs (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
964,Egg Bhurji Pav (Home Style),Eggs,1 bowl (150 g),204,9.5,2.0,5.6,1.1,0.9,193,Non-Vegetarian,General Fitness,Egg,"Egg Bhurji Pav (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
965,Anda Curry (Dhaba Style) (Home Style),Eggs,1 bowl (150 g),149,12.1,6.5,6.0,0.1,1.4,305,Vegetarian,Weight Loss; Muscle Building,None,"Anda Curry (Dhaba Style) (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
966,Egg White Omelette (Home Style),Eggs,1 bowl (150 g),219,10.0,6.1,6.2,1.1,1.0,327,Non-Vegetarian,General Fitness,Egg,"Egg White Omelette (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
967,Cheese Omelette (Home Style),Eggs,1 bowl (150 g),128,12.1,6.1,5.2,1.2,0.6,104,Vegetarian,Weight Loss; Muscle Building,Milk; Egg,"Cheese Omelette (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
968,Vegetable Omelette (Home Style),Eggs,1 bowl (150 g),149,6.2,6.7,5.1,0.3,0.1,136,Vegetarian,Weight Loss,Egg,"Vegetable Omelette (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
969,Egg Roll (Home Style),Eggs,1 bowl (150 g),107,12.9,0.0,15.5,0.4,0.0,282,Non-Vegetarian,Muscle Building,Egg,"Egg Roll (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
970,Half Boiled Egg (Home Style),Eggs,1 bowl (150 g),193,8.4,1.3,15.7,0.2,1.2,113,Non-Vegetarian,General Fitness,Egg,"Half Boiled Egg (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
971,Egg Toast (Home Style),Eggs,1 bowl (150 g),117,7.5,5.2,6.0,0.7,1.3,147,Non-Vegetarian,Weight Loss,Egg,"Egg Toast (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
972,Spanish Omelette (Indian Style) (Home Style),Eggs,1 bowl (150 g),136,13.6,2.4,13.0,0.8,1.4,130,Vegetarian,Muscle Building,Egg,"Spanish Omelette (Indian Style) (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
973,Egg Pakora (Home Style),Eggs,1 bowl (150 g),94,12.8,3.5,11.8,0.2,0.5,267,Non-Vegetarian,Muscle Building,Egg,"Egg Pakora (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
974,Masala Egg Bhurji (Home Style),Eggs,1 bowl (150 g),113,12.8,7.3,5.8,1.0,1.6,291,Non-Vegetarian,Weight Loss; Muscle Building,Egg,"Masala Egg Bhurji (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
975,Egg Kathi Roll (Home Style),Eggs,1 bowl (150 g),201,14.3,2.7,14.8,0.5,0.4,154,Non-Vegetarian,Muscle Building,Egg,"Egg Kathi Roll (Home Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
976,Boiled Egg (Whole) (Hostel Mess Style),Eggs,1 bowl (150 g),198,8.8,2.3,10.1,0.5,0.9,352,Non-Vegetarian,General Fitness,Egg,"Boiled Egg (Whole) (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
977,Boiled Egg White Only (Hostel Mess Style),Eggs,1 bowl (150 g),208,11.6,4.4,7.7,0.2,1.7,193,Non-Vegetarian,General Fitness,Egg,"Boiled Egg White Only (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
978,Fried Egg (Sunny Side Up) (Hostel Mess Style),Eggs,1 bowl (150 g),86,14.2,7.0,10.0,0.9,0.3,227,Non-Vegetarian,Muscle Building,Egg,"Fried Egg (Sunny Side Up) (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
979,Scrambled Egg (Hostel Mess Style),Eggs,1 bowl (150 g),110,13.5,1.2,13.9,0.0,1.2,330,Non-Vegetarian,Muscle Building,Egg,"Scrambled Egg (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
980,Egg Omelette (Plain) (Hostel Mess Style),Eggs,1 bowl (150 g),192,11.9,3.7,14.4,1.1,0.8,182,Non-Vegetarian,General Fitness,Egg,"Egg Omelette (Plain) (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
981,Egg Omelette (Masala) (Hostel Mess Style),Eggs,1 bowl (150 g),134,9.5,5.5,15.8,0.9,0.8,112,Non-Vegetarian,General Fitness,Egg,"Egg Omelette (Masala) (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
982,Egg Bhurji (Hostel Mess Style),Eggs,1 bowl (150 g),227,11.8,8.5,12.7,0.6,0.4,247,Non-Vegetarian,General Fitness,Egg,"Egg Bhurji (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
983,Poached Egg (Hostel Mess Style),Eggs,1 bowl (150 g),206,11.8,6.3,6.2,0.0,0.8,178,Non-Vegetarian,General Fitness,Egg,"Poached Egg (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
984,Egg Curry (Hostel Mess Style),Eggs,1 bowl (150 g),115,9.4,1.6,10.7,0.4,0.6,244,Non-Vegetarian,General Fitness,Egg,"Egg Curry (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
985,Egg Fried Rice (Hostel Mess Style),Eggs,1 bowl (150 g),144,11.7,4.2,11.3,0.3,1.2,191,Non-Vegetarian,General Fitness,Egg,"Egg Fried Rice (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
986,Egg Sandwich (Hostel Mess Style),Eggs,1 bowl (150 g),218,8.0,2.7,12.7,0.6,0.7,220,Non-Vegetarian,General Fitness,Egg,"Egg Sandwich (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
987,Egg Salad (Hostel Mess Style),Eggs,1 bowl (150 g),150,13.6,6.7,15.8,0.7,0.0,100,Non-Vegetarian,Muscle Building,Egg,"Egg Salad (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
988,Devilled Eggs (Hostel Mess Style),Eggs,1 bowl (150 g),92,9.5,1.6,8.3,0.2,0.2,322,Non-Vegetarian,General Fitness,Egg,"Devilled Eggs (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
989,Egg Bhurji Pav (Hostel Mess Style),Eggs,1 bowl (150 g),128,13.4,3.4,16.6,0.6,0.6,244,Non-Vegetarian,Muscle Building,Egg,"Egg Bhurji Pav (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
990,Anda Curry (Dhaba Style) (Hostel Mess Style),Eggs,1 bowl (150 g),201,14.8,0.0,8.4,0.2,0.0,226,Vegetarian,Muscle Building,None,"Anda Curry (Dhaba Style) (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
991,Egg White Omelette (Hostel Mess Style),Eggs,1 bowl (150 g),78,9.9,4.7,15.5,1.0,1.7,192,Non-Vegetarian,General Fitness,Egg,"Egg White Omelette (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
992,Cheese Omelette (Hostel Mess Style),Eggs,1 bowl (150 g),116,12.7,0.3,16.6,1.2,0.3,152,Vegetarian,Muscle Building,Milk; Egg,"Cheese Omelette (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
993,Vegetable Omelette (Hostel Mess Style),Eggs,1 bowl (150 g),74,12.8,2.3,12.8,0.4,0.8,215,Vegetarian,Muscle Building,Egg,"Vegetable Omelette (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
994,Egg Roll (Hostel Mess Style),Eggs,1 bowl (150 g),78,10.0,2.7,9.3,0.1,1.3,330,Non-Vegetarian,General Fitness,Egg,"Egg Roll (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
995,Half Boiled Egg (Hostel Mess Style),Eggs,1 bowl (150 g),123,12.8,4.0,9.3,0.2,0.9,156,Non-Vegetarian,Muscle Building,Egg,"Half Boiled Egg (Hostel Mess Style) – An egg-based preparation, a versatile source of high-quality protein suitable for most meal plans."
